PRP$	7
VBG	8
VBD	18
VBN	15
VBP	14
WDT	1
JJ	33
WP	0
VBZ	20
DT	46
RP	1
NN	84
TO	16
PRP	14
RB	9
NNS	27
NNP	74
VB	18
WRB	0
CC	18
RBS	0
RBR	0
CD	4
EX	2
IN	64
MD	1
